NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
LEBEDINSKIY;Cratère;;Aleksandr I. Lebedinsky;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astrophysicien;URSS;soviétique;20;20 ème siècle;??;1913;??;1967;??;-164,3;164,3 ° Ouest;8,3;8,3 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;62;62;36;36;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LEEUWENHOEK;Cratère;;Antonie Van Leewenhoek;UAI 1976 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Naturalist;Pays-Bas;hollandais;18;18 ème siècle:;Delft;1632;Delft;1723;Fabricant de microscopes. Découvreur des protozoaires, des spermatozoïdes, des levures et des globules du sang.;-178,7;178,7 ° Ouest;-29,3;29,3 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-065-M II-033-M;125;125;74;74;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LEIBNIZ;Cratère;;Gottfried Wilhelm Leibniz;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Philosophe;Allemagne;allemand;18;18 ème siècle:;Leipzig;1646;Hanovre;1716;Inventeur du calcul différentiel et du calcul infinitésimal. Inventeur des notations des différentielles et intégrales et d'une machine à calculer en 1645. Auteur du Discours de métaphysique en 1686 et d'une philosophie basée sur la notion de monades;179,2;179,2 ° Est;-38,3;38,3 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-065-M V-043-M;245;245;144;144;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LEMAITRE;Cratère;;Monseigneur Georges Lemaître;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astrophysicien;Belgique;belge;20;20 ème siècle;Charleroi;1894;Louvain;1966;Auteur de la théorie de l'expansion de l'Univers en 1927 et de celle de l'atome primitif en 1931.;-149,6;149,6 ° Ouest;-61,2;61,2 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;91;91;54;54;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LENTS;Cratère;;Heinrich Friedrich Emil Lenz;UAI 1988 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Russie;russe;19;19 ème siècle:;Dorpat;1804;Rome;1865;Auteur d'une loi sur le sens des courants induits en 1833. Etude de l'effet Peltier.;-102,1;102,1 ° Ouest;2,8;2,8 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;21;21;12;12;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LEONOV;Cratère;;Aleksej A. Leonov;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Cosmonaute;URSS;soviétique;20;20 ème siècle;??;1934;Vivant;Vivant;Premier homme à avoir marché dans l'espace pendant 12 minutes le 18 mars 1966 lors de la mission Voskhod 2. Pilote de la mission Soyouz 19 le 15 juilet 1975 pour le rendez-vous historique avec la mission amériaine Apollo 18.;148,2;148,2 ° Est;19;19 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;33;33;19;19;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LEUCIPPUS;Cratère;;Leucippus;UAI 1973 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Philosophe;Grèce;grec ;-4;4 ème siècle av JC;??;??;??;-440;??;-116;116 ° Ouest;29,1;29,1 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-015-H3;56;56;33;33;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LEUSCHNER;Cratère;;Armin O. Leuschner;UAI 1988 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Etats-Unis;américain;20;20 ème siècle;??;1868;??;1953;??;-108,8;108,8 ° Ouest;1,8;1,8 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;49;49;29;29;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LEVI-CIVITA;Cratère;;Tullio;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Mathématicien;Italie;italien;20;20 ème siècle;Padoue;1873;Rome;1941;Nombreux mémoires sur la mécanique céleste, l'hydrodynamique, l'électromagnétisme et la physique atomique. Inventeur avec Ricci-Cubastro du calcul différentiel absolu.;143,4;143,4 ° Est;-23,7;23,7 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;121;121;71;71;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LEWIS;Cratère;;Gilbert Newton Lewis;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Chimiste;Etats-Unis;américain;20;20 ème siècle;Weymouth;1875;Berkeley;1946;Auteur de la théorie de la liaison chimique en 1916. Auteur de la définition générales des acides et des bases. Inventeur du terme photon en 1926.;-113,8;113,8 ° Ouest;-18,5;18,5 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;42;42;25;25;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LEY;Cratère;;Willy Ley;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Ingénieur;Etats-Unis;américain;20;20 ème siècle;??;1906;??;1969;Collaborateur de Werner von Braun.;154,9;154,9 ° Est;42,2;42,2 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;79;79;46;46;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LI PO;Cratère;;Li Tai Po;UAI 19XX ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Poète;Chine;chinois;8;8 ème siècle;Turkestan;701;Jiangsu;762;Grand poète de la dynastie des Tang.;90,6;90,6 ° Est;-3,5;3,5 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;15;15;9;9;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;30;Jumelles x10;Lunette 50 mm
LINDBLAD;Cratère;;Bertil Lindblad;UAI 1979 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Suède;suédois;20;20 ème siècle;Orebro;1895;Stockholm;1965;Nombreux travaux sur le Soleil, les spectres et les mouvements des étoiles. Découvreur avec Oort en 1927 du mouvement de rotation de la Galaxie.;-98,8;98,8 ° Ouest;70,4;70,4 ° Nord;Nord-Ouest;;I;Brianchon;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;66;66;39;39;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;14;Pleine Lune;6 jours après le Dernier Quartier;30;Jumelles x10;Lunette 50 mm
LIPPMANN;Cratère;;Gabriel Lippmann;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;France;français;20;20 ème siècle;Hallerich;1845;En mer;1921;Inventeur de l'électromètre capillaire. Nombreux travaux sur la pizoélectricité et les piles électriques. Inventeur d'une méthode de photographie en couleurs. Membre de l'Académie des sciences en 1886. Prix Nobel en 1908.;-114,9;114,9 ° Ouest;-56;56 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-021-M;160;160;94;94;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LIPSKIY;Cratère;;Yuriy N. Lipskiy;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Sélénographe;URSS;soviétique;20;20 ème siècle;??;1909;??;1978;??;-179,5;179,5 ° Ouest;-2,2;2,2 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;80;80;47;47;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LITKE;Cratère;;Fedor P. Litke;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Géographe;Russie;russe;19;19 ème siècle:;??;1797;??;1882;??;123,1;123,1 ° Est;-16,8;16,8 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;I-136-M;39;39;23;23;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LOBACHEVSKIY;Cratère;;Nikolay Ivanovitch Lobachevskiy;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Mathématicien;Russie;russe;19;19 ème siècle:;Nijni-Novgorod;1792;Kazan;1856;"Créateur d'une nouvelle géométrie non euclidienne dite ""hyperbolique"". Anteur de ""Pangéométrie"" en 1856. ";112,6;112,6 ° Est;9,9;9,9 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;84;84;49;49;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LODYGIN;Cratère;;Aleksandr N. Lodygin;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Inventeur;Russie;russe;20;20 ème siècle;??;1847;??;1923;??;-146,8;146,8 ° Ouest;-17,7;17,7 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;I-028-M;62;62;36;36;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LOMONOSOV;Cratère;;Mikhail Vassilievitch Lomonossov;UAI 1976 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Russie;russe;18;18 ème siècle:;Denissovka;1711;Saint-Petersbourg;1765;Professeur de physique à l'université de Saint-Petersbourg. Nombreuses recherches sur l'air, la matière et l'électricité. Auteur d'une réforme de la structure poétique.;98;98 ° Est;27,3;27,3 ° Nord;Nord-Est;;III;Mare Marginis;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;92;92;54;54;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Circular formation situated in the librations zone;;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;30;Jumelles x10;Lunette 50 mm
LONGFELLOW;Cratère;;Henry Wadsworth Longfellow;UAI 19XX ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Poète;Etats-Unis;américain;19;19 ème siècle;Portland;1807;Cambridge;1882;"Auteur de ""Evangeline"" en 1847. Influencé par la culture européenne.";91,3;91,3 ° Est;-7,5;7,5 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;35;35;21;21;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;30;Jumelles x10;Lunette 50 mm
LORENTZ;Cratère;;Hendrik Antoon Lorentz;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Pays-Bas;hollandais;20;20 ème siècle;Arnhem;1853;Haarlem;1928;Auteur d'une théorie globale sur l'existence de l'électron et de ses effets en 1892. Prévision de l'effet Zeeman. Auteur de fameuses formules de transformation sur la contraction des longueurs à des vitesses relativistes. Prix Nobel en 1902 avec Zeeman;-95,3;95,3 ° Ouest;32,6;32,6 ° Nord;Nord-Ouest;;VIII;Röntgen;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;312;312;184;184;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;14;Pleine Lune;6 jours après le Dernier Quartier;30;Jumelles x10;Lunette 50 mm
LOVE;Cratère;;Augustus Edward Hough;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Géophysicien;Royaume Uni;britannique;20;20 ème siècle;Weston-super-Mare;1863;Oxford;1940;Nombreux travaux sur la vibrations des plaques et sur la propagation des ondes dans l'atmosphère.;129;129 ° Est;-6,3;6,3 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;I-136-M I-136-H2;84;84;49;49;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LOVELACE;Cratère;;William R. Lovelace;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Médecin;Etats-Unis;américain;20;20 ème siècle;??;1907;??;1965;Spécialisé en recherche spatiale.;-106,4;106,4 ° Ouest;82,3;82,3 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;54;54;32;32;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LOVELL;Cratère;;James A Lovell Junior.;UAI 1997 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronaute;Etats-Unis;américain;20;20 ème siècle;??;1928;Vivant;Vivant;Pilote de la mission Apollo 8 autour de la Lune en décembre 1968. Commandant de la mission Apollo 13 en 1972 accidentée dans l'espace.;-141,9;141,9 ° Ouest;-36,8;36,8 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;34;34;20;20;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LOWELL;Cratère;;Percival Lowell;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Etats-Unis;américain;20;20 ème siècle;Boston;1855;Flagstaff;1916;Spécialiste de la planète Mars. Principal défenseur de la théorie des canaux. Mécène constructeur de l'observatoire de Flagstaff. Calcul de l'orbite d'une hypothétique planète transneptunienne.;-103,1;103,1 ° Ouest;-12,9;12,9 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-015-H1;66;66;39;39;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LUCRETIUS;Cratère;;Titus C. Lucrecius;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Philosophe;Rome;romain;-1;1er siècle avant JC;??;-95;??;-55;??;-120,8;120,8 ° Ouest;-8,2;8,2 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-022-M V-022-H3;63;63;37;37;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LUDWIG;Cratère;;Carl Friedrich Wilhelm Ludwig;UAI 1979 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physiologue;Allemagne;allemand;19;19 ème siècle:;Witzenhausen;1816;Leipzig;1895;Nombreuses études sur le sang, la lymphe, l'urine et le coeur. Développement des moyens de mesure expérimentale en physiologie.;97,4;97,4 ° Est;-7,7;7,7 ° Sud;Sud-Est;;IV;Curie;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;23;23;14;14;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Formation circulaire située dans la zone des librations.;;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;1 jour après la Pleine Lune;30;Jumelles x10;Lunette 50 mm
LUNDMARK;Cratère;;Knut E. Lundmark;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Astronome;Suède;suédois;20;20 ème siècle;??;1889;??;1958;??;152,5;152,5 ° Est;-39,7;39,7 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;106;106;62;62;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
LYMAN;Cratère;;Theodore Lyman;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Etats-Unis;américain;20;20 ème siècle;Boston;1874;Brookline;1954;Recherches en spectroscopie ultraviolette. Découvreur d'une série de raies caractéristiques de l'hydrogène dans ce domaine en 1906.;163,6;163,6 ° Est;-64,8;64,8 ° Sud;Sud-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;84;84;49;49;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
MACH;Cratère;;Ernst Mach;UAI 1976 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Physicien;Autriche;autrichien;19;19 ème siècle:;Chirlitz-Turas;1838;Haar;1916;Nombreuse recherches en optique, en acoustique et sur la vitesse du son. Auteur d'un principe général sur l'action mutuee de deux corps en 1883. Créateur de l'empiriocriticisme en 1905.;-149,3;149,3 ° Ouest;18,5;18,5 ° Nord;Nord-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-031-M IV-051-M V-032-M V-028-M;180;180;106;106;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
MAKSUTOV;Cratère;;Dmitrij D. Maksutov;UAI 1961 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Optic ien;URSS;soviétique;20;20 ème siècle;??;1896;??;1964;Inventeur d'un type de télescope catadioptrique.;-168,7;168,7 ° Ouest;-40,5;40,5 ° Sud;Sud-Ouest;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;V-043-M;83;83;49;49;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
MALYY;Cratère;;Aleksandr L. Malyy;UAI 1970 ?;Inconnu à l'époque;Inconnu à l'époque;Inconnu à l'époque;Ingénieur;URSS;soviétique;20;20 ème siècle;??;1907;??;1961;Concepteur de lanceurs spatiaux;105,3;105,3 ° Est;21,9;21,9 ° Nord;Nord-Est;;Pas de carte;;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;;;41;41;24;24;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
