NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS_FR;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
Helicon 2;Cúpula;No determinat;Cúpula de Helicon n° 2;ALPO 1976;;;;Astrònom;Grècia;grec;-5;5è segle AC;Cyzique;450 AC;?;?;Deixeble de Plató i d'Eudoxe. Predicció d'un eclipsi de Sol.;-25.41194174;25 ° 25 '  Oest;40.76817277;40 ° 46 '  Nord;Nord-Oest;Part nord-oest del Mar de les Pluges;10;Sinus Iridum;356;;024N 029N 036N 040N 191N 201N;;IV-139-H2 IV-134-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Helicon;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Petita cúpula;3;Formació molt interessant;9;2 dies després de quart creixent;1 dia després de quart creixent;999;No determinat;No determinat
Helicon 3;Cúpula;No determinat;Cúpula de Helicon n° 3;ALPO 1976;;;;Astrònom;Grècia;grec;-5;5è segle AC;Cyzique;450 AC;?;?;Deixeble de Plató i d'Eudoxe. Predicció d'un eclipsi de Sol.;-24.77760647;24 ° 47 '  Oest;41.68232539;41 ° 41 '  Nord;Nord-Oest;Part nord-oest del Mar de les Pluges;10;Sinus Iridum;356;;024N 029N 036N 040N 191N 201N;;IV-139-H2 IV-134-H2;7;7;39.876;4.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;O del cràter Helicon;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No hi ha descripció física.;3;Formació molt interessant;9;2 dies després de quart creixent;1 dia després de quart creixent;50;50 mm refractor;100 mm refractor
Helicon 4;Cúpula;No determinat;Cúpula de Helicon n° 4;ALPO 1976;;;;Astrònom;Grècia;grec;-5;5è segle AC;Cyzique;450 AC;?;?;Deixeble de Plató i d'Eudoxe. Predicció d'un eclipsi de Sol.;-24.25832148;24 ° 15 '  Oest;42.0670648;42 ° 4 '  Nord;Nord-Oest;Part nord-oest del Mar de les Pluges;10;Sinus Iridum;356;;024N 029N 036N 040N 191N 201N;;IV-139-H2 IV-134-H2;5;8;3;4.9;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Helicon;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No hi ha descripció física.;3;Formació molt interessant;9;2 dies després de quart creixent;1 dia després de quart creixent;50;50 mm refractor;100 mm refractor
Helicon 5;Cúpula;No determinat;Cúpula de Helicon n° 5;ALPO 1976;;;;Astrònom;Grècia;grec;-5;5è segle AC;Cyzique;450 AC;?;?;Deixeble de Plató i d'Eudoxe. Predicció d'un eclipsi de Sol.;-23.74627453;23 ° 45 '  Oest;42.68755299;42 ° 41 '  Nord;Nord-Oest;Part nord-oest del Mar de les Pluges;10;Sinus Iridum;356;;024N 029N 036N 040N 191N 201N;;IV-139-H2 IV-134-H2;5;5;3;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;N del cràter Helicon;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Perfil baix.;3;Formació molt interessant;9;2 dies després de quart creixent;1 dia després de quart creixent;50;50 mm refractor;100 mm refractor
Helicon C 1;Cúpula;No determinat;Cúpula de Helicon C n° 1;ALPO 1976;;;;Astrònom;Grècia;grec;-5;5è segle AC;Cyzique;450 AC;?;?;Deixeble de Plató i d'Eudoxe. Predicció d'un eclipsi de Sol.;-25.62289796;25 ° 37 '  Oest;40.46624852;40 ° 28 '  Nord;Nord-Oest;Part nord-oest del Mar de les Pluges;10;Sinus Iridum;356;;024N 029N 036N 040N 191N 201N;;IV-139-H2 IV-134-H2;5;5;3;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Helicon C;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;9;2 dies després de quart creixent;1 dia després de quart creixent;50;50 mm refractor;100 mm refractor
Heraclides 1;Cúpula;No determinat;Cúpula de Promontorium Heraclides n° 1;ALPO 1976;;;;Astrònom;Grècia;grec;-4;Segle 4rt AC;Heraclea del Pont;390 AC;?;310 AC;Deixeble de Plató que admetia la rotació de la Terra.;-30.72970142;30 ° 44 '  Oest;39.19783353;39 ° 12 '  Nord;Nord-Oest;Part nord-oest del Mar de les Pluges;10;Sinus Iridum;387;6f4 / 8a5;040N 048N 055N 201N 205N 213N;;IV-139-H2;39.817;39.817;39.935;2.5;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E de Promontorium Heraclides;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;10;3 dies després de quart creixent;2 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Heraclides 2;Cúpula;No determinat;Cúpula de Promontorium Heraclides n° 2;ALPO 1976;;;;Astrònom;Grècia;grec;-4;Segle 4rt AC;Heraclea del Pont;390 AC;?;310 AC;Deixeble de Plató que admetia la rotació de la Terra.;-32.94580467;32 ° 57 '  Oest;41.07147508;41 ° 4 '  Nord;Nord-Oest;Part nord-oest del Mar de les Pluges;10;Sinus Iridum;387;6f4 / 8a5;040N 048N 055N 201N 205N 213N;;IV-139-H2;39.93;39.93;39.98;16.6;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;N de Promontorium Heraclides;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No hi ha descripció física.;3;Formació molt interessant;10;3 dies després de quart creixent;2 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Heraclides 3;Cúpula;No determinat;Cúpula de Promontorium Heraclides n° 3;ALPO 1976;;;;Astrònom;Grècia;grec;-4;Segle 4rt AC;Heraclea del Pont;390 AC;?;310 AC;Deixeble de Plató que admetia la rotació de la Terra.;-33.57150856;33 ° 34 '  Oest;41.83594347;41 ° 50 '  Nord;Nord-Oest;Part nord-oest del Mar de les Pluges;10;Sinus Iridum;387;6f4 / 8a5;040N 048N 055N 201N 205N 213N;;IV-139-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;N de Promontorium Heraclides;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;10;3 dies després de quart creixent;2 dies després de quart minvant;999;No determinat;No determinat
Heraclides 4;Cúpula;No determinat;Cúpula de Promontorium Heraclides n° 4;ALPO 1976;;;;Astrònom;Grècia;grec;-4;Segle 4rt AC;Heraclea del Pont;390 AC;?;310 AC;Deixeble de Plató que admetia la rotació de la Terra.;-33.25281329;33 ° 15 '  Oest;43.15701348;43 ° 9 '  Nord;Nord-Oest;Part nord-oest del Mar de les Pluges;10;Sinus Iridum;387;6f4 / 8a5;040N 048N 055N 201N 205N 213N;;IV-139-H2;3;3;40.026;1.8;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NE de Promontorium Heraclides;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No hi ha descripció física.;3;Formació molt interessant;10;3 dies després de quart creixent;2 dies després de quart minvant;100;100 mm refractor;200 mm reflector
Hercules 1;Cúpula;No determinat;Cúpula de Hercules n° 1;ALPO 1976;;;;Personatge mitològic;Roma;romà;0;;;;;;Heracles entre els grecs. Fill de Júpiter. Autor de dotze treballs remarcables.;36.43283289;36 ° 26 '  Est;44.99134834;44 ° 59 '  Nord;Nord-Est;Regió al nord-est del Mar de la Serenitat;14;Hercules;366;10a4 / 14e4;323N 328N 119N 124N 131N 135N 143N;MM72;IV-079-H2 IV-079-H3 IV-074-H2 IV-086-H3 IV-191-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SO del cràter Hercules;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No hi ha descripció física.;3;Formació molt interessant;5;5 dies després de la Lluna nova;4 dies després de la Lluna plena;999;No determinat;No determinat
Hercules 2;Cúpula;No determinat;Cúpula de Hercules n° 2;ALPO 1976;;;;Personatge mitològic;Roma;romà;0;;;;;;Heracles entre els grecs. Fill de Júpiter. Autor de dotze treballs remarcables.;34.59628761;34 ° 36 '  Est;47.30721611;47 ° 18 '  Nord;Nord-Est;Regió al nord-est del Mar de la Serenitat;14;Hercules;366;10a4 / 14e4;323N 328N 119N 124N 131N 135N 143N;MM72;IV-079-H2 IV-079-H3 IV-074-H2 IV-086-H3 IV-191-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;O del cràter Hercules;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Petit complex de cúpules sobre un bancal d'ejeccions. ;3;Formació molt interessant;5;5 dies després de la Lluna nova;4 dies després de la Lluna plena;999;No determinat;No determinat
Herigonius 1;Cúpula;No determinat;Cúpula de Herigonius n° 1;ALPO 1976;;;;Matemàtic;França;francès;17;17è segle;?;?;?;1644;Autor d'una teoria sobre el moviment dels planetes.;-32.15510879;32 ° 9 '  Oest;-12.2982181;12 ° 18 '  Sud;Sud-Oest;Part sud-est de l'Oceà de les Tempestes;41;Euclides;176;;036C 040C/S 048C 205C/S 213C;;IV-137-H2;42;29;39.958;17.6;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NE del cràter Herigonius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;10;3 dies després de quart creixent;2 dies després de quart minvant;30;10x binoculars;50 mm refractor
Herigonius 2;Cúpula;No determinat;Cúpula de Herigonius n° 2;ALPO 1976;;;;Matemàtic;França;francès;17;17è segle;?;?;?;1644;Autor d'una teoria sobre el moviment dels planetes.;-32.77245341;32 ° 46 '  Oest;-12.23958316;12 ° 14 '  Sud;Sud-Oest;Part sud-est de l'Oceà de les Tempestes;41;Euclides;176;;036C 040C/S 048C 205C/S 213C;;IV-137-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NE del cràter Herigonius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;10;3 dies després de quart creixent;2 dies després de quart minvant;999;No determinat;No determinat
Herodotus 1;Cúpula;No determinat;Cúpula de Herodotus n° 3;ALPO 1976;;;;Historiador;Grècia;grec;-5;5è segle AC;Halicarnàs;484 AC;Thourioi;420 AC;"Gran viatger. Va viure a Atenes. Autor de les ""Històries"" en 9 volums.";-50.93653014;50 ° 56 '  Oest;25.46756014;25 ° 28 '  Nord;Nord-Oest;Sector del cràter Aristarc;18;Aristarchus;340;;055N 061N 067N 075N 225N/C;MM169;IV-150-H3 IV-157-M IV-157-H3;7;10;39.876;6.1;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Herodotus;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Herodotus A 1;Cúpula;No determinat;Cúpula de Herodotus A n° 1;ALPO 1976;;;;Historiador;Grècia;grec;-5;5è segle AC;Halicarnàs;484 AC;Thourioi;420 AC;"Gran viatger. Va viure a Atenes. Autor de les ""Històries"" en 9 volums.";-53.03311931;53 ° 2 '  Oest;21.96252021;21 ° 58 '  Nord;Nord-Oest;Sector del cràter Aristarc;18;Aristarchus;340;;055N 061N 067N 075N 225N/C;MM169;IV-150-H3 IV-157-M IV-157-H3;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Herodotus A;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Entre dues dorsals.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;999;No determinat;No determinat
Herodotus W 1;Cúpula;No determinat;Cúpula de Herodotus W n° 1;ALPO 1976;;;;Historiador;Grècia;grec;-5;5è segle AC;Halicarnàs;484 AC;Thourioi;420 AC;"Gran viatger. Va viure a Atenes. Autor de les ""Històries"" en 9 volums.";-49.80936346;49 ° 49 '  Oest;20.18179577;20 ° 11 '  Nord;Nord-Oest;Sector del cràter Aristarc;18;Aristarchus;340;;055N 061N 067N 075N 225N/C;MM169;IV-150-H3 IV-157-M IV-157-H3;8;12;40.06;7.3;660;2000;0.0825;--------------------------^-------------------------;Herodotus w;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Platicúrtic. Oblong. Amb un cràter en forma tallada o un tub de lava enfonsat al cim.;3;Formació molt interessant;11;4 dies després de quart creixent;3 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Hesiodus E 1;Cúpula;No determinat;Cúpula de Hesiodus E n° 1;ALPO 1976;;;;Poeta;Grècia;grec;-8;8è segle AC;Ascra;750 AC ?;?;vers 650 AC;"Poemes sobre els treballs agrícoles. Autor d'un origen del món i d'una genealogia dels Déus en la ""Teogonia""";-15.41210194;15 ° 25 '  Oest;-27.83973559;27 ° 50 '  Sud;Sud-Oest;Sector del Mar dels Núvols;54;Birt;132;13g6 / 13g7;024S 029S 191S;MM148;IV-119-H3 IV-120-H1;15;15;39.822;9.1;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;O del cràter Hesiodus E;Volcà;Vulcanisme extrusiu;Descripció ALPO : Platicúrtic. Diversos cràters-pou al cim.;4;Formació excepcional.;9;2 dies després de quart creixent;1 dia després de quart creixent;50;50 mm refractor;100 mm refractor
Hevelius 1;Cúpula;No determinat;Cúpula de Hevelius n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;17;17è segle;Dantzig;1611;Dantzig;1687;Determinació de la rotació del Sol per observació de les taques en 1645. Descobridor de les fàcules solars. Autor de la primera carta detallada de la Lluna en 1647 (6 noms conservats).;-67.3785769;67 ° 23 '  Oest;0.687565856;0 ° 41 '  Nord;Nord-Oest;Limbe oest de la Lluna;28;Galilei;260;;067N/C 075N/C 080N/C 233C 237C 247C;MM184;IV-169-H1 IV-162-M IV-162-H1;6;6;39.967;3.6;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;S del cràter Hevelius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;13;6 dies després de quart creixent;5 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Hevelius 2;Cúpula;No determinat;Cúpula de Hevelius n° 2;ALPO 1976;;;;Astrònom;Alemanya;alemany;17;17è segle;Dantzig;1611;Dantzig;1687;Determinació de la rotació del Sol per observació de les taques en 1645. Descobridor de les fàcules solars. Autor de la primera carta detallada de la Lluna en 1647 (6 noms conservats).;-62.36715141;62 ° 22 '  Oest;2.636536234;2 ° 38 '  Nord;Nord-Oest;Limbe oest de la Lluna;28;Galilei;260;;067N/C 075N/C 080N/C 233C 237C 247C;MM184;IV-169-H1 IV-162-M IV-162-H1;10;10;39.819;6.1;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Hevelius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Més aviat un turó.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Hevelius 3;Cúpula;No determinat;Cúpula de Hevelius n° 3;ALPO 1976;;;;Astrònom;Alemanya;alemany;17;17è segle;Dantzig;1611;Dantzig;1687;Determinació de la rotació del Sol per observació de les taques en 1645. Descobridor de les fàcules solars. Autor de la primera carta detallada de la Lluna en 1647 (6 noms conservats).;-62.79119966;62 ° 47 '  Oest;3.152858804;3 ° 9 '  Nord;Nord-Oest;Limbe oest de la Lluna;28;Galilei;260;;067N/C 075N/C 080N/C 233C 237C 247C;MM184;IV-169-H1 IV-162-M IV-162-H1;13;13;40.063;7.9;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;E del cràter Hevelius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Baix i irregular.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Hevelius 4;Cúpula;No determinat;Cúpula de Hevelius n° 4;ALPO 1976;;;;Astrònom;Alemanya;alemany;17;17è segle;Dantzig;1611;Dantzig;1687;Determinació de la rotació del Sol per observació de les taques en 1645. Descobridor de les fàcules solars. Autor de la primera carta detallada de la Lluna en 1647 (6 noms conservats).;-63.7097515;63 ° 43 '  Oest;3.382415295;3 ° 23 '  Nord;Nord-Oest;Limbe oest de la Lluna;28;Galilei;260;;067N/C 075N/C 080N/C 233C 237C 247C;MM184;IV-169-H1 IV-162-M IV-162-H1;12;12;39.879;7.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NE del cràter Hevelius;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No hi ha descripció física.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Hevelius D 1;Cúpula;No determinat;Cúpula de Hevelius D n° 1;ALPO 1976;;;;Astrònom;Alemanya;alemany;17;17è segle;Dantzig;1611;Dantzig;1687;Determinació de la rotació del Sol per observació de les taques en 1645. Descobridor de les fàcules solars. Autor de la primera carta detallada de la Lluna en 1647 (6 noms conservats).;-60.4960878;60 ° 30 '  Oest;4.18631568;4 ° 11 '  Nord;Nord-Oest;Limbe oest de la Lluna;28;Galilei;260;;067N/C 075N/C 080N/C 233C 237C 247C;MM184;IV-169-H1 IV-162-M IV-162-H1;9;5;39.938;3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;N del cràter Hevelius D;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Forma triangular. Sobre una dorsal.;3;Formació molt interessant;12;5 dies després de quart creixent;4 dies després de quart minvant;50;50 mm refractor;100 mm refractor
Hill 1;Cúpula;No determinat;Cúpula de Hill n° 1;ALPO 1976;;;;Astrònom;Estats Units;americà;19;19è segle;Nova York;1838;West Nyach;1914;Calculador al Nautical Almanach. Treballs sobre els moviments de la Lluna i dels planetes.;39.46573387;39 ° 28 '  Est;21.10019602;21 ° 6 '  Nord;Nord-Est;Regió al nord del Mar de la Tranquil.litat;25;Römer;309;7g3 / 11f8;323N 328N 131N 135S 143N;;;6;7;39.967;4.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;O del cràter Hill (Macrobius B);Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Oval.;3;Formació molt interessant;4;4 dies després de la Lluna nova;3 dies després de la Lluna plena;50;50 mm refractor;100 mm refractor
Hippalus 1;Cúpula;No determinat;Cúpula de Hippalus n° 1;ALPO 1976;;;;Navegant;Grècia;grec;2;2è segle;?;?;?;120;??;-29.59696719;29 ° 36 '  Oest;-25.97634274;25 ° 59 '  Sud;Sud-Oest;Sector del Mar dels Humors;52;Gassendi;170;1,30E+007;029S 036S 040C/S 048C/S 201S 205S;MM153;IV-137-H1;2;3;39.845;1.8;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;SE del cràter Hippalus;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;10;3 dies després de quart creixent;2 dies després de quart minvant;150;150 mm refractor;300 mm reflector
Hipparchus 1;Cúpula;No determinat;Cúpula de Hipparchus n° 1;ALPO 1976;;;;Astrònom;Grècia;grec;-2;Segle 2on AC;Nicea ?;190 AC;Rodhes ?;125 AC;Promotor de la divisió del cercle en 360°. Creador de taules de la posició del Sol. Descobridor de la precessió dels equinoccis. Autor del primer catàleg d'estrelles contenint-ne més de 1000.;3.503533601;3 ° 30 '  Est;-3.439812768;3 ° 26 '  Sud;Sud-Est;Sector del cràter Ptolomeu;44;Ptolemaeus;238;9f3 / 11b2;357C 003C 161C 167C 174C;MM140 L100/028;V-029-H3 IV-096-H3 IV-101-H3;2;2;39.845;1.2;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;A l'interior del cràter Hipparchus;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;7;Quart creixent;6 dies després de la Lluna plena;150;150 mm refractor;300 mm reflector
Holden W 1;Cúpula;No determinat;Cúpula de Holden W n° 1;ALPO 1976;;;;Astrònom;Estats Units;americà;19;19è segle;Saint Louis;1846;New york;1914;Primer director de l'Observatori de Lick de 1888 a 1898. Fundador de l'Astronomical Society of Pacific. Autor d'un atles fotogràfic de la Lluna.;58.7046764;58 ° 42 '  Est;-18.36081379;18 ° 22 '  Sud;Sud-Est;Limbe est-sud-est de la Lluna;60;Vendelinus;147;;303C/S 309S 105C 112C;;IV-053-H2;?;?;?;?;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Holden W;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;3;3 dies després de la Lluna nova;2 dies després de la Lluna plena;999;No determinat;No determinat
Holden W 2;Cúpula;No determinat;Cúpula de Holden W n° 2;ALPO 1976;;;;Astrònom;Estats Units;americà;19;19è segle;Saint Louis;1846;New york;1914;Primer director de l'Observatori de Lick de 1888 a 1898. Fundador de l'Astronomical Society of Pacific. Autor d'un atles fotogràfic de la Lluna.;58.0830779;58 ° 5 '  Est;-18.05923049;18 ° 4 '  Sud;Sud-Est;Limbe est-sud-est de la Lluna;60;Vendelinus;147;;303C/S 309S 105C 112C;;IV-053-H2;17;17;39.882;10.3;?;?;Hauteur inconnue. Calcul impossible.;Alçada desconeguda. Dibuix impossible.;NO del cràter Holden W;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : No confirmat.;3;Formació molt interessant;3;3 dies després de la Lluna nova;2 dies després de la Lluna plena;50;50 mm refractor;100 mm refractor
Holden W 3;Cúpula;No determinat;Cúpula de Holden W n° 3;ALPO 1976;;;;Astrònom;Estats Units;americà;19;19è segle;Saint Louis;1846;New york;1914;Primer director de l'Observatori de Lick de 1888 a 1898. Fundador de l'Astronomical Society of Pacific. Autor d'un atles fotogràfic de la Lluna.;59.8025206;59 ° 48 '  Est;-17.99897619;17 ° 60 '  Sud;Sud-Est;Limbe est-sud-est de la Lluna;60;Vendelinus;147;;303C/S 309S 105C 112C;;IV-053-H2;8;8;40.06;4.9;51;154;0.006375;Massa baix. Dibuix impossible.;NO del cràter Holden W;Escut volcànic;Vulcanisme extrusiu;Descripció ALPO : Pendent gradual. Hemisfèrica.;3;Formació molt interessant;3;3 dies després de la Lluna nova;2 dies després de la Lluna plena;50;50 mm refractor;100 mm refractor
