NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURY;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
FRYXELL;Cráter;;R. H. Fryxell;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Geólogo;U.S.A.;Americano;20;Siglo XX;??;1934;??;1974;??;-101,4;101,4 ° Oeste;-21,3;21,3 ° Sur;Sur-Oeste;;VII;Mare Orientale;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;18;18;11;11;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
GADOMSKI;Cráter;;Jan Gadomski;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Polonia;Polaco;20;Siglo XX;??;1889;??;1966;??;-147,3;147,3 ° Oeste;36,4;36,4 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-032-M V-031-M;65;65;38;38;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GAGARIN;Cráter;;Yurij A. Gagarin;UAI 1976 ?;Desconocido;Desconocido;Desconocido;Cosmonauta;U.R.S.S.;Soviético;20;Siglo XX;??;1934;??;1968;Piloto de pruebas. Primer hombre en salir al espacio en la cabina Vostok 1 en 1961. Falleció en un accidente de avión.;149,2;149,2 ° Este;-20,2;20,2 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;I-116-M I-115-M II-075-M;265;265;156;156;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GALOIS;Cráter;;Evariste Galois;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Matemático;Francia;Francés;19;Siglo XIX;Bourg la Reine;1811;París;1832;Trabajos sobre teoría de grupos. Resolución de ecuaciones con radicales.;-151,9;151,9 ° Oeste;-14,2;14,2 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;I-036-M I-035-M I-037-M I-038-M I-040-H3 I-040-M I-030-M IV-114-H1 IV-051-M V-030-M I-039-M I-028-M;222;222;131;131;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GAMOW;Cráter;;George Gamow;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrofísico;U.S.A.;Americano;20;Siglo XX;Odessa;1904;Boulder;1968;Trabajos con Bohr y Rutherford. Teoría sobre radioactividad alpha. Numerosos trabajos sobre reacciones termonucleares estelares. Gran divulgador junto con su amigo Tompkins.;145,3;145,3 ° Este;65,3;65,3 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;129;129;76;76;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GANSKIY;Cráter;;Aleksey P. Hansky;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Rusia;Ruso;19;Siglo XIX;??;1870;??;1908;??;97;97 ° Este;-9,7;9,7 ° Sur;Sur-Este;;IV;Curie;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;43;43;25;25;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
GANSWINDT;Cráter;;Hermann Ganswindt;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Ingeniero;Alemania;Alemán;20;Siglo XX;??;1856;??;1934;Ideólogo de lanzaderas espaciales.;110,3;110,3 ° Este;-79,6;79,6 ° Sur;Sur-Este;;V;Hale;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;IV-008-M IV-005-H1 V-021-H2;74;74;44;44;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
GARAVITO;Cráter;;J. Garavito;UAI 1976 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Colombia;Colombiano;20;Siglo XX;??;1865;??;1920;??;156,7;156,7 ° Este;-47,5;47,5 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;74;74;44;44;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GAVRILOV;Cráter;;Aleksandr I. Gavrilov;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Ingeniero;U.R.S.S.;Soviético;20;Siglo XX;??;1884;??;1955;Ideólogo de lanzaderas espaciales.;130,9;130,9 ° Este;17,4;17,4 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;60;60;35;35;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GEIGER;Cráter;;Johannes H. W. Geiger;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Alemania;Alemán;20;Siglo XX;??;1882;??;1945;??;158,5;158,5 ° Este;-14,6;14,6 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;II-075-H1 II-075-M;34;34;20;20;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GERASIMOVITCH;Cráter;;Boris P. Gerasimovitch;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.R.S.S.;Soviético;20;Siglo XX;??;1889;??;1937;??;-122,6;122,6 ° Oeste;-22,9;22,9 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-026-H2;86;86;51;51;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GERNSBACK;Cráter;;Hugo;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Ingeniero;U.S.A.;Americano;20;Siglo XX;Luxemburgo;1884;Nueva York;1967;Descubridor de un principio de radar en 1911 y del principio del transistor. Editor de la primera revista de ciencia ficción Amazing Stories en 1926.;99,7;99,7 ° Este;-36,5;36,5 ° Sur;Sur-Este;;IV;Curie;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;48;48;28;28;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
GINZEL;Cráter;;Friedrich K. Ginzel;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Austria;Austriaco;20;Siglo XX;??;1850;??;1926;??;97,4;97,4 ° Este;14,3;14,3 ° Norte;Norte-Este;;III;Mare Marginis;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;55;55;32;32;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
GIORDANO BRUNO;Cráter;;Giordano Bruno;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Filósofo;Italia;Italiano;16;Siglo XVI;Nola;1548;Roma;1600;Acusado de herejía en 1576. Disciple de Galileo y Copérnico. Ideólogo de un universo infinito. Muerto en la hoguera.;102,8;102,8 ° Este;35,9;35,9 ° Norte;Norte-Este;;III;Mare Marginis;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;22;22;13;13;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
GLAUBER;Cráter;;Johann Rudolf Glauber;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Químico;Alemania;Alemán;17;Siglo XVII;Karlstadt;1604;Amsterdam;1670;Descubridor del ácido clorídico y de los cloridos. Separación de la soda y el potasio y preparación de sus salsas.;142,6;142,6 ° Este;11,5;11,5 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;15;15;9;9;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GLAZENAP;Cráter;;Sergej P. Glazenap;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.R.S.S.;Soviético;20;Siglo XX;??;1848;??;1937;??;137,6;137,6 ° Este;-1,6;1,6 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;I-115-M;43;43;25;25;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GOLITSYN;Cráter;;Boris B. Golitsyn;UAI 1976 ?;Desconocido;Desconocido;Desconocido;Físico;Rusia;Ruso;19;Siglo XIX;??;1862;??;1916;??;-105;105 ° Oeste;-25,1;25,1 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;36;36;21;21;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GOLOVIN;Cráter;;Nicholas E. Golovin;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Ingeniero;U.S.A.;Americano;20;Siglo XX;??;1912;??;1969;Ideólogo de lanzaderas espaciales.;161,1;161,1 ° Este;39,9;39,9 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-085-H2 V-103-M V-085-M;37;37;22;22;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GRACHEV;Cráter;;Andrej D. Grachev;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Ingeniero;U.R.S.S.;Soviético;20;Siglo XX;??;1900;??;1964;Ideólogo de lanzaderas espaciales.;-108,2;108,2 ° Oeste;-3,7;3,7 ° Sur;Sur-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-015-H1;35;35;21;21;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GRAVE;Cráter;;Dmitriy A. Grave;UAI 1979 ?;Desconocido;Desconocido;Desconocido;Ingeniero;U.R.S.S.;Soviético;20;Siglo XX;??;1863;??;1939;??;150,3;150,3 ° Este;-17,1;17,1 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;40;40;24;24;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GREEN;Cráter;;George Green;UAI 1961 ?;Desconocido;Desconocido;Desconocido;Matemático;Reino Unido;Británico;19;Siglo XIX;Sneiton;1793;Sneiton;1841;Ideólogo del principio de la diferencia de potencial en 1828. ;132,9;132,9 ° Este;4,1;4,1 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;I-136-M I-117-M;65;65;38;38;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GREGORY;Cráter;;James Gregory;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Matemático;Reino Unido;Británico;17;Siglo XVII;Drumoak;1638;Edimburgo;1675;Ideólogo de un telescopio con el espejo secundario cóncavo en 1632. Miembro de la Royal Society en 1668. Ideólogo de los métodos de cálculo infinitesimal de superficies y volúmenes. Autor de desarrollo en serie de funciones trigonométricas y Pi.;127,2;127,2 ° Este;2,2;2,2 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;I-136-M;67;67;39;39;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GRIGG;Cráter;;J. Grigg;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Nueva Zelanda;Neozelandés;20;Siglo XX;??;1838;??;1920;??;-129,4;129,4 ° Oeste;12,9;12,9 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;36;36;21;21;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GRISSOM;Cráter;;Virgil I. Grissom;UAI 1991 ?;Desconocido;Desconocido;Desconocido;Astronauta;U.S.A.;Americano;20;Siglo XX;??;1926;Cabo Kennedy;1967;Astronauta de las Misiones Gémini. Fallecido en el desastre de la cabina Apolo 1.;-147,4;147,4 ° Oeste;-47;47 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-030-H1;58;58;34;34;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GROTRIAN;Cráter;;W. Grotrian;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Alemania;Alemán;20;Siglo XX;??;1890;??;1954;??;128,3;128,3 ° Este;-66,5;66,5 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;37;37;22;22;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GUILLAUME;Cráter;;Charles Edouard Guillaume;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Físico;Suiza;Suizo;20;Siglo XX;Fleurier;1861;Sèvres;1938;Director de la Oficina Internacional de Pesos y Medidas en 1915. Estudios acerca del termómetro de mercurio. Premio Nobel en 1920.;-173,4;173,4 ° Oeste;45,4;45,4 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-053-H1 V-053-M;57;57;34;34;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GULLSTRAND;Cráter;;Allvar Gullstrand;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Doctor;Suecia;Sueco;20;Siglo XX;??;1862;??;1930;Oftalmólogo. Premio Nobel en 1911;-129,3;129,3 ° Oeste;45,2;45,2 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-024-H3 V-025-H1;43;43;25;25;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
GUTHNICK;Cráter;;Paul Guthnick;UAI 1979 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Alemania;Alemán;20;Siglo XX;Hitdorf am Rhein;1879;Berlín;1947;Estudios acerca de fotometría y espectrografía. Primeros usos de métodos fotoeléctricos.;-93,9;93,9 ° Oeste;-47,7;47,7 ° Sur;Sur-Oeste;;VI;Hausen;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;36;36;21;21;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;14;Luna Llena;6 días después del Cuarto Menguante;30;Prismáticos de 10x;Refractor de 50 mm
GUYOT;Cráter;;Arnold H. Guyot;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Geólogo;U.S.A.;Americano;19;Siglo XIX;??;1807;??;1884;??;117,5;117,5 ° Este;11,4;11,4 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;92;92;54;54;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
H. G. WELLS;Cráter;;Herbert George Wells;UAI 1976 ?;Desconocido;Desconocido;Desconocido;Escritor;Reino Unido;Británico;20;Siglo XX;??;1866;??;1946;Maestro de la ciencia ficción. Autor de la Guerra de los Mundos, El hombre Invisible, El primer hombre en la Luna...;122,8;122,8 ° Este;40,7;40,7 ° Norte;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;V-158-H3 V-163-M V-163-H3 V-158-M;114;114;67;67;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
HAGEN;Cráter;;Johann G. Hagen;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Austria;Austriaco;20;Siglo XX;??;1847;??;1930;??;135,1;135,1 ° Este;-48,3;48,3 ° Sur;Sur-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;55;55;32;32;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
HALE;Cráter;;George Ellery Hale;UAI 19XX ?;Desconocido;Desconocido;Desconocido;Astrónomo;U.S.A.;Americano;20;Siglo XX;Chicago;1868;Pasadena;1938;Ideólogo del espectroheliógrafo en 1891. Director del Observatorio de Monte Wilson en 1905 donde condujo la construcción del telescopio de 2,54 m.;90,8;90,8 ° Este;-74,2;74,2 ° Sur;Sur-Este;;V;Hale;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;IV-094-M IV-008-M IV-044-M IV-005-H2;83;83;49;49;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
HARDEN;Cráter;;Sir Arthur Harden;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Químico;Reino Unido;Británico;20;Siglo XX;Manchester;1865;Bourne End;1940;Numerosos trabajos sobre azúcares, enzimas y vitaminas. Premio Nobel en 1929 con H. von Euler-Chelpin.;143.5;143,5 ° Este;5,5;5,5 ° Nord;Norte-Este;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;15;15;9;9;Desconocido;Desconocido;Altura desconocida. Cálculo imposible..;Altura desconocida. Imposible de dibujar..;No observable;;;;0;No observable;0;No observable;No observable;30;No observable;No observable
HARET;Cráter;;Spiru Haret;UAI 1976 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Rumanía;Rumano;19;Siglo XIX;??;1851;??;1912;??;-176,5;176,5 ° Oeste;-59;59 ° Norte;Norte-Oeste;;Sin mapa;;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;29;29;17;17;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;No observable;;;;0;No observable;0;No observable;No observable;999;No observable;No observable
HARKHEBI;Cráter;;Harkhebi;UAI 1970 ?;Desconocido;Desconocido;Desconocido;Astrónomo;Egipto;Egipcio;-3;Siglo III a. de C.;??;??;??;300 A. DE C.;??;98,3;98,3 ° Este;39,6;39,6 ° Norte;Norte-Este;;III;Mare Marginis;Sin mapa o dibujo;Sin mapa o dibujo;Sin mapa o dibujo;;;237;237;139;139;Desconocido;Desconocido;Altura desconocida. Cálculo imposible.;Altura desconocida. Imposible de dibujar.;Formación circular situada en la zona de libraciones.;;;;1;Formación de bajo interés o dificultad;1;2 días después de la Luna Nueva;1 día después de la Luna Llena;30;Prismáticos de 10x;Refractor de 50 mm
