NAME;LUN;NAME_TYPE;IAU_TYPE;TYPE;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;LENGTH_KM;WIDE_KM;LENGTH_ARCSEC;HEIGHT_M;RAPPORT;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;
BODE;AA67101N3575479;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Period source not found;No details;Johannes Elert Bode;Lohrmann (1824);01/01/1935 00:00:00;Pratii;Not named;Not named;Astronomer;Germany;German;18;18 th century;Hambourg;1747;Berlin;1826;Author of an 'Introduction to the Astronomy' in 1766.  Discoverer of an empirical law on planetary distances in 1772.  Director of the observatory of Berlin in 1786.;-2.452087;357.547913;2 ° 27 ' West;6.710073;6.710° North;Nearside;North-West;Moon disk center;18;18;8.9;2483;0.13952656968137;Isolated circular formation. Rays.;;Fairly steep slopes bearing Rimae Bode to the North-West.;Very high walls.;Extensive and little flat. Radial and raised crest line oriented South-West North-East.;2;Pretty interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor;
BOETHIUS;AA55690N723340;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Boèce (ex Dubiago U);?;01/01/1976 00:00:00;Not named;Not named;Not named;Political man philosophe and poet;Rome;Roman;5;5 th century;Rome;480;Pavie;524;Minister of Theodoric the Great. Comments on Plato and Aristote.  Works in geometry and astronomy.  Author of 'Of the consolation of the philosophy;72.333996;72.333996;72 ° 20 ' East;5.568954;5.569° North;Nearside;North-East;Moon East limb;10;10;5.5;2242;0.200787467969867;Isolated circular formation with bowl shape.;;Slightly steep slopes.;Slightly high walls.;Rounded floor.;2;Pretty interesting formation;2;2 days after New Moon;1 day after Full Moon;50;50 mm refractor;100 mm refractor;
BOGUSLAWSKY;AA729012S432572;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Palon H. Ludwig von Bogulawsky;Mädler (1837);01/01/1935 00:00:00;Not named;Not named;Manzinus;Astronomer;Germany;German;19;19 th century;?;1789;?;1851;Discoverer of the comet of 1835.;43.257224;43.257224;43 ° 15 ' East;-72.901213;72.901° South;Nearside;South-East;Moon South limb;100;100;47.2;4106;0.043409490253938;Circular formation.;;Steep slopes bearing many craters whose one to the West and Bogulawsky F to the South-East.;Slightly high walls in terraces ridden by Bogulawsky D to the East.;Flat floor filled with lava. Hills and craterlets.;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor;
BOHNENBERGER;AA162377S400556;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;Johann Gottlieb Friedrich von Bohnenberger;Mädler (1837);01/01/1935 00:00:00;Not named;Not named;Not named;Mathematician and physician;Germany;German;18;18 th century;?;1765;?;1831;Studies on gyroscopes condenser and pendulums.  Study of the influence of the terrestrial rotation on the fall of bodies.;40.055589;40.055589;40 ° 3 ' East;-16.237717;16.238° South;Nearside;South-East;Mare Nectaris South edge;33;33;15.8;2955;0.093127353195036;Circular formation situated on the bank of Mare Nectaris.;;Fairly steep slopes bearing Montes Pyrenaeus to the East Bohnenberger F to the North and Bohnenberger G and A to the South.;Slightly high walls with breach to the North.;Tormented floor. Double central mountain. Line of crest.;2;Pretty interesting formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor;
BOHR;AA127063N2734759;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Byrne / Personal communication / 2008;No details;Niels H. D. Bohr;Arthur / Whitaker (1963);01/01/1964 00:00:00;Not named;Not named;Not named;Physicist;Danmark;Danish;20;20 th century;Copenhague;1885;Copenhague;1962;Theory of the structure of the atom in 1913.  Numerous controversies with Einstein.  Nobel Price in 1922.;-86.524082;273.475918;86 ° 31 ' West;12.70631;12.706° North;Librations zone;North-West;Moon West limb;71;71;35;3751;0.053539405999752;Deformed formation situated in the zone of librations.;;Steep slopes bearing many craters and Vasco of Gama to the North-East.;Fairly high walls.;Flat floor with craterlets.;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor;
BOK;AA202600S1884200;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years);Wilhelms / 1987 / Geological history of the Moon table;No details;Priscilla Fairfield and Bartholomeus Jan 'Bart' Bok;IAU 1970 ?;??;Not known;Not known;Not known;Astronomer;U.S.A.;American;20;20 th Century;?;1896 & 1906;?? & Tucson;1975 & 1983;Discoverers of compact interstellar dust or Bok globules.;-171.58;188.42;171 ° 35 ' West;-20.26;20 ° 15 ' South;Farside;South-West;Not determined;43.03;43.03;21.5;3239;0.075282551125614;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
BOLTZMANN;AA748200S2695900;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Ludwig E. Boltzmann;IAU 1970 ?;??;Not known;Not known;Not known;Physicist;Austria;Austrian;19;19 th century;Vienna;1844;Duino;1906;Inventor of the gaz cinetics and of a formula describing entrophy and introducing a new fundamental physical constant. Suicide because of a bad disease.;-90.41;269.59;90 ° 25 ' West;-74.82;74 ° 49 ' South;Farside;South-West;Not determined;72.31;72.31;36.1;3787;0.05237461505049;Circular formation in the libration zone.;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;30;10x binoculars;50 mm refractor;
BOLYAI;AA338500S1261200;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Janos Bolyai;IAU 1970 ?;??;Not known;Not known;Not known;Mathematician;Hungary;Hungarian;19;19 ème siècle;Kolozsvár;1802;Marosvásárhely;1860;Friend of Gauss. Author of a complete system in non euclidian geometry. Works on complex numbers.;126.12;126.12;126 ° 7 ' East;-33.85;33 ° 51 ' South;Farside;South-East;Not determined;102.22;102.22;51.1;4203;0.041118278231073;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
BOMBELLI;AA52800N561869;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;Raffaele Bombelli (ex Apollonius T);?;01/01/1976 00:00:00;Not named;Not named;Not named;Engineer and mathematician;Italy;Italian;16;16 th century;Borgo Panigale;1526;?;1573;Author of a treaty of algebra in 1572 in which it brings  interesting improvements.;56.186855;56.186855;56 ° 11 ' East;5.280049;5.280° North;Nearside;North-East;Moon East limb;10;10;4.8;1948;0.200508475047171;Isolated circular formation with bowl shape.;;Fairly steep slopes.;Slightly high walls.;Rounded floor.;1;Low interest or difficult formation;3;3 days after New Moon;2 days after Full Moon;50;50 mm refractor;100 mm refractor;
BONDARENKO;AA172400S1368900;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;V. V. Bondarenko;IAU 1970 ?;??;Not known;Not known;Not known;Cosmonaut;U. S. S. R.;Soviet;20;20 th Century;Kharkov;1937;Moscow;1961;Selected as cosmonaut. No participation in a spatial mission.;136.89;136.89;136 ° 53 ' East;-17.24;17 ° 15 ' South;Farside;South-East;Not determined;28.26;28.26;14.1;2854;0.101002276050456;Not observable;Formerly Patsaev G;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
BONPLAND;AA83755S3426659;IAU Named formation;AA;Crater;Walled plain;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;Aimé Goujaud Bonpland;Mädler (1837);01/01/1935 00:00:00;Not named;Not named;Not named;Naturalist;France;French;19;19 th century;La Rochelle;1773;Santa Ana;1858;Explorer in Mexico and Colombia with Humboldt.  Author of a collection of 6000 plants and American South works on this continent.;-17.334132;342.665868;17 ° 20 ' West;-8.375549;8.376° South;Nearside;South-West;South-East of Oceanus Procellarum region;60;60;29.6;3566;0.060199285785246;Damaged circular formation forming a remarkable trio with Fra Mauro and Parry.;;Steep slopes bearing Dorsum Guettard to the South-West Fra Mauro to the North and Parry to the East.;Slightly high walls divided to the South.;Extensive flat floor filled with the lava of Mare Cognitum. Crossed by Rimae Parry. Craterlets.;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;30;10x binoculars;50 mm refractor;
BOOLE;AA637885N2727146;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Wilhelms and Byrne / 2009;No details;George Boole;Arthur / Whitaker (1963);01/01/1964 00:00:00;Not named;Not named;Not named;Mathematician;England;English;19;19 th century;Lincoln;1815;Cork;1864;Promoter of the mathematical logic.  Inventor of a branch of the algebra on totalities.;-87.285369;272.714631;87 ° 17 ' West;63.788467;63.788° North;Librations zone;North-West;Moon North-North-West limb;63;63;30.6;3604;0.058758080824874;Situated in the zone of librations. Circular formation.;;Steep slopes bearing many craterlets whose Boole E to the South-East and Boole G to the North-West.;High walls in light terraces supporting a craterlet to the South-West.;Extensive flat floor.;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor;
BORDA;AA251952S465226;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Byrne / Personal communication / 2008;No details;Charles de Borda;Mädler (1837);01/01/1935 00:00:00;Not named;Montes Caucasus Inferior;Not Named;Mathematician and sailor;France;French;18;18 th century;Dax;1733;Paris;1799;Memory on the movement of projectiles in 1756.  Cruises in the Atlantic Ocean.  Inventor of the reflecting circle.  Installation of the metric system.;46.522578;46.522578;46 ° 31 ' East;-25.195186;25.195° South;Nearside;South-East;Mare Fecunditatis South edge;45;45;22.7;3292;0.07251343151768;Isolated circular formation.;;Fairly steep Slopes riden by several craters to the South-West.;High damaged walls ridden by a crater to central mountain to the South-East and by a craterlet to the North.;Slightly flat floor extensive. Important central mountain. Lines of crest.;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor;
BOREL;AA223735N264241;IAU Named formation;AA;Crater;Craterlet;Meteoritic impact;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Period source not found;No details;Félix Borel (ex Le Monnier C);?;01/01/1976 00:00:00;Not named;Not named;Not named;Mathematician;France;French;20;20 th century;Saint-Affrique;1871;Paris;1956;Founder of the Institute Henri Poincaré.  Theory of totalities.  Member of the Academy of Sciences in 1921.;26.424081;26.424081;26 ° 25 ' East;22.373543;22.374° North;Nearside;North-East;South-East part of Mare Serenitatis;5;5;2.3;927;0.19903980178832;Isolated circular formation with bowl shape. Recent.;;Slightly steep slopes.;Slightly high walls.;Rounded floor.;1;Low interest or difficult formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor;
BORIS;AA305339N3264993;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Russian male name.;IAU;01/01/1979 00:00:00;Not known;Not known;Not known;?;Europe;Russia;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-33.500674;326.499326;33 ° 30 ' West;30.533907;30.534° North;Nearside;North-West;Aristarchus;1.72605;1.72605;0.8;340;0.197077267630843;Small elongated depression composed of two sticked craterlets.;;Not described in this VMA version.;;;99;Not evaluated in this VMA version;10;Three days after First Quarter;Two days after Last Quarter;200;200 mm reflector;400 mm reflector;
BORMAN;AA390600S2117500;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Wilhelms / 1987 / Geological history of the Moon table;ol-norite ;Frank Borman;IAU 1970 ?;??;Not known;Not known;Not known;Astronaut;U.S.A.;American;20;20 th Century;Gary;1928;Alive;Alive;Astronaut of the Apollo 8 mission. First lunar orbit on the December 25th 1968.  Chairman of Eastern Air Lines. ;-148.25;211.75;148 ° 15 ' West;-39.06;39 ° 5 ' South;Farside;South-West;Not determined;50.72;50.72;25.3;3403;0.067108913329605;Not observable;;Not described in this VMA version.;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable;
BORN;AA60526S668274;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Period source not found;No details;Max Born (ex Maclaurin Y);?;01/01/1979 00:00:00;Not named;Not named;Not named;Physicist;Germany;German;20;20 th century;Breslau;1882;G?ttingen;1970;Initiator of the theory quantique.  Author of a method of approximation that wears its name. Works in physical molecular and atomic.  Price Nobel in 1954.;66.827353;66.827353;66 ° 50 ' East;-6.052608;6.053° South;Nearside;South-East;Moon East limb;15;15;7.5;2362;0.156747035273477;Circular formation with bowl shape.;;Slightly steep slopes bearing a craterlet to the South and one to the North-East.;Slightly high walls.;Rounded floor.;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;50;50 mm refractor;100 mm refractor;
BORYA;AA382994N3249996;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Slavic male name Boris in Russian diminutive form.;IAU;14/06/2012 00:00:00;Not known;Not known;Not known;?;Europe;Russia;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-35.000381;324.999619;35 ° 0 ' West;38.29937;38.299° North;Nearside;North-West;Sinus Iridum;0.4;0.4;0.2;77;0.194212273061594;Small geological formation on the Luna 17 landing site.;;Not described in this VMA version.;;;99;Not evaluated in this VMA version;10;Three days after First Quarter;Two days after Last Quarter;999;Not observable;Not observable;
BOSCH;AA868175N1335429;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Carl Bosch;IAU;22/01/2009 00:00:00;Not known;Not known;Not known;?;Europe;Germany;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;133.542942;133.542942;133 ° 33 ' East;86.817516;86.818° North;Farside;North-East;Peary;19.5827;19.5827;9.7;2555;0.130533934978489;Damaged circular formation near North pole. ;;Not described in this VMA version.;;;0;Not observable;0;not observable;not observable;50;50 mm refractor;100 mm refractor;
BOSCOVICH;AA97109N110111;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Ruggero Guiseppe Boscovich;Schröter (1802);01/01/1935 00:00:00;Taye;Collis Aconitus;Julius Caesar;Mathematician and astronomer;Croaty;Croatian;18;18 th century;Dubrovnik;1711;Milan;1787;Author of many astronomy and mathematics works.  Promoter of theories of Newton. Author of an atomic theory of the matter.;11.011104;11.011104;11 ° 1 ' East;9.710929;9.711° North;Nearside;North-East;East of Mare Tranquillitatis region;46;46;20.7;3204;0.077173022320434;Wrecked formation of South-East North-West oriented rectangular shape.;;Steep slopes bearing the lengthened crater Boscovich P to the North-West.;Fairly high walls collapsed to the West.;Flat floor filled of somber lava supporting Rimae Boscovich. Line of crest.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor;
