NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURY;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS_UK;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
GROTRIAN;Crater;;W. Grotrian;UAI 1970 ?;Not known;Not known;Not known;astronomer;Germany;German;20;20 th century;??;1890;??;1954;??;128,3;128,3 ° East;-66,5;66,5 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;37;37;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
GUILLAUME;Crater;;Charles Edouard Guillaume;UAI 1970 ?;Not known;Not known;Not known;physicist;Swiss;Swiss;20;20 th century;Fleurier;1861;Sèvres;1938;Director of Bureau international des poids et mesures in 1915. Surveys on mercury thermometer. Conceiver of the building of mesurements devices. Conceiver of Invar, Elinvar and Platinite metalic alloys. Nobel laureate in 1920.;-173,4;173,4 ° West;45,4;45,4 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-053-H1 V-053-M;57;57;34;34;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
GULLSTRAND;Crater;;Allvar Gullstrand;UAI 1970 ?;Not known;Not known;Not known;doctor;Sweden;Swedish;20;20 th century;??;1862;??;1930;Ophtalmologist. Nobel laureate;-129,3;129,3 ° West;45,2;45,2 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-024-H3 V-025-H1;43;43;25;25;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
GUTHNICK;Crater;;Paul Guthnick;UAI 1979 ?;Not known;Not known;Not known;astronomer;Germany;German;20;20 th century;Hitdorf am Rhein;1879;Berlin;1947;Surveys on photomeétry and spectrography. First uses of photoelectrics methods.;-93,9;93,9 ° West;-47,7;47,7 ° South;South-West;;VI;Hausen;No map or picture;No map or picture;No map or picture;;;36;36;21;21;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
GUYOT;Crater;;Arnold H. Guyot;UAI 1970 ?;Not known;Not known;Not known;geologist;USA;American;19;19 th century;??;1807;??;1884;??;117,5;117,5 ° East;11,4;11,4 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;92;92;54;54;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
H. G. WELLS;Crater;;Herbert George Wells;UAI 1976 ?;Not known;Not known;Not known;writer;United Kingdom;British;20;20 th century;??;1866;??;1946;Science - fiction master. Author of Worlds war, the Invisible man, First man in the Moon, the Time Machine and Doctor's Moreau Island.;122,8;122,8 ° East;40,7;40,7 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-158-H3 V-163-M V-163-H3 V-158-M;114;114;67;67;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HAGEN;Crater;;Johann G. Hagen;UAI 1970 ?;Not known;Not known;Not known;astronomer;Austria;Austrian;20;20 th century;??;1847;??;1930;??;135,1;135,1 ° East;-48,3;48,3 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;55;55;32;32;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HALE;Crater;;George Ellery Hale;UAI 19XX ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;Chicago;1868;Pasadena;1938;Conceiver of spectroheliograph in 1891. Director of Mount Wilson Observatory in 1905 where he conducted the 2,54 m telescope building.;90,8;90,8 ° East;-74,2;74,2 ° South;South-East;;V;Hale;No map or picture;No map or picture;No map or picture;;IV-094-M IV-008-M IV-044-M IV-005-H2;83;83;49;49;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor
HARDEN;Crater;;Sir Arthur Harden;UAI 1970 ?;Not known;Not known;Not known;chemist;United Kingdom;British;20;20 th century;Manchester;1865;Bourne End;1940;Numerous works on sugars, enzymes and vitamines. Nobel laureate in 1929 with H. von Euler-Chelpin.;143.5;143,5 ° East;5,5;5,5 ° Nord;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;15;15;9;9;Inconnue;Inconnue;Hauteur inconnue. Calcul impossible..;Hauteur inconnue. Dessin impossible..;Non observable;;;;0;Non observable;0;Non observable;Non observable;30;Non observable;Non observable
HARET;Crater;;Spiru Haret;UAI 1976 ?;Not known;Not known;Not known;astronomer;Rumania;Rumanian;19;19 th century;??;1851;??;1912;??;-176,5;176,5 ° West;-59;59 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;29;29;17;17;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HARKHEBI;Crater;;Harkhebi;UAI 1970 ?;Not known;Not known;Not known;astronomer;Egypt;Egyptian;-3;3 rd century BC;??;??;??;300 BC;??;98,3;98,3 ° East;39,6;39,6 ° North;North-East;;III;Mare Marginis;No map or picture;No map or picture;No map or picture;;;237;237;139;139;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;1;2 days after New Moon;1 day after Full Moon;30;x10 binoculars;50 mm refractor
HARRIOT;Crater;;Thomas Harriot;UAI 1970 ?;Not known;Not known;Not known;astronomer;United Kingdom;British;17;17 th century;Oxford;1560;London;1621;Surveys on refraction and colors. One of the first users of astronomical refractors.;114,3;114,3 ° East;33,1;33,1 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;V-181-M;56;56;33;33;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HARTMANN;Crater;;Johannes Franz Hartmann;UAI 1976 ?;Not known;Not known;Not known;astronomer;Germany;German;20;20 th century;Erfurt;1865;Göttingen;1936;Conceiver of a microphotometer in 1899 and of a spectrocomparator in 1904. Director of the argentinian Observatory of La Plata from 1921 to 1934.;135,3;135,3 ° East;3,2;3,2 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;I-117-M I-136-M;61;61;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HARVEY;Crater;;William Henry Harvey;UAI 1970 ?;Not known;Not known;Not known;botanist;Ireland;Irish;19;19 th century;Sumerville;1811;Torquay;1866;Works on seaweeds and marine plants.;-146,5;146,5 ° West;19,5;19,5 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-031-M V-032-M;60;60;35;35;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HATANAKA;Crater;;Takeo Hatanaka;UAI 1970 ?;Not known;Not known;Not known;astronomer;Japan;Japanese;20;20 th century;??;1914;??;1963;??;-121,5;121,5 ° West;29,7;29,7 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;26;26;15;15;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HAYFORD;Crater;;John Fillmore Hayford;UAI 1970 ?;Not known;Not known;Not known;geodesist;USA;American;20;20 th century;Rouse Point;1868;Evanston;1925;Surveys on isostasy. Conceiver of a terrestrial ellipsoidal model.;-176,4;176,4 ° West;12,7;12,7 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;27;27;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HEALY;Crater;;Roy Healy;UAI 1961 ?;Not known;Not known;Not known;engineer;USA;American;20;20 th century;??;1915;??;1968;Space launchers conceiver.;-110,5;110,5 ° West;32,8;32,8 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-015-H3;38;38;22;22;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HEAVISIDE;Crater;;Oliver Heaviside;UAI 1970 ?;Not known;Not known;Not known;physicist;United Kingdom;British;19;19 th century;London;1850;Torquay;1925;Surveys on electricity and magnetism. Author of the hypothesis of the existence of an atmospheric ionised layer.;167,1;167,1 ° East;-10,4;10,4 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;II-034-M II-033-M II-075-M;165;165;97;97;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HEINE;Crater;;Heinrich Eduard Heine;UAI 1970 ?;Not known;Not known;Not known;mathematician;Germany;German;19;19 th century;Berlin;1821;Halle;1881;Professor in Halle University in 1848. Author of a theorem about continuous functions and of a book on spherical functions.;132;132 ° East;-14,4;14,4 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;;28;28;16;16;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HELBERG;Crater;;Robert J. Helberg;UAI 1976 ?;Not known;Not known;Not known;engineer;USA;American;20;20 th century;??;1906;??;1967;Space launchers conceiver.;-102,2;102,2 ° West;22,5;22,5 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;62;62;36;36;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HENDERSON;Crater;;Thomas Henderson;UAI 1970 ?;Not known;Not known;Not known;astronomer;United Kingdom;British;19;19 th century;Dundee;1798;Edimburg;1844;Author of 60 000 mesurements of planets. Mesure de la parallaxe et de la distane d'Apha Centauri en 1839.;152,1;152,1 ° East;4,8;4,8 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;47;47;28;28;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HENYEY;Crater;;Louis G. Henyey;UAI 1970 ?;Not known;Not known;Not known;astronomer;USA;American;20;20 th century;??;1910;??;1970;??;-151,6;151,6 ° West;13,5;13,5 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;63;63;37;37;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HERON;Crater;;Héron l'Ancien dit d'Alexandrie;UAI 1970 ?;Not known;Not known;Not known;mathematician;Greece;Greek;1;1 st century;??;??;??;??;Works on mechanics, dioptric, optics and surfaces measurements.;119,8;119,8 ° East;0,7;0,7 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;24;24;14;14;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HERTZ;Crater;;Heinrich R. Hertz;UAI 1970 ?;Not known;Not known;Not known;physicist;Germany;German;19;19 th century;Hambourg;1857;Bonn;1894;Helmholtz pupil. Professor in Bonn University on 1889. First electromagnetic waves production on 1887. Travaux on induction and photoelectrical effect.;104,5;104,5 ° East;13,4;13,4 ° North;North-East;;No map;;No map or picture;No map or picture;No map or picture;;;90;90;53;53;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HERTZSPRUNG;Crater;;Ejnar Hertzsprung;UAI 1970 ?;Not known;Not known;Not known;astronomer;Danmark;Danish;20;20 th century;Frederiksberg;1873;Tollose;1967;Director of Leyde observatory from 1935 to 1944. Author of a theory about stars clssification according to their spectral class on 1905, as Russell. ;-129,2;129,2 ° West;2,6;2,6 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-024-M V-026-M V-022-H3 V-028-H1 H V-024-H1 V-026-H3;591;591;348;348;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HESS;Crater;;Victor Franz Hess;UAI 1970 ?;Not known;Not known;Not known;physicist;USA;American;20;20 th century;Waldstein;1883;Mount Vernon;1964;Discoverer of cosmic rays in 1912. Nobel laureate in 1936.;174,6;174,6 ° East;-54,3;54,3 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;V-065-M;88;88;52;52;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HEYMANS;Crater;;Corneille J. F. Heymans;UAI 1970 ?;Not known;Not known;Not known;physiologist;Belgium;Belgian;20;20 th century;??;1892;??;1968;Nobel laureate;-144,1;144,1 ° West;75,3;75,3 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;;50;50;29;29;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
HEYROVSKY;Crater;;Jaroslav Heyrovsky;UAI 1979 ?;Not known;Not known;Not known;chemist;Czechoslovakia;Czechoslovakian;20;20 th century;??;1890;??;1967;??;-95,3;95,3 ° West;-39,6;39,6 ° South;South-West;;VII;Mare Orientale;No map or picture;No map or picture;No map or picture;;;16;16;9;9;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
HILBERT;Crater;;David Hilbert;UAI 1970 ?;Not known;Not known;Not known;mathematician;Germany;German;20;20 th century;Königsberg;1862;Göttingen;1943;Works on algebrics. Inventor of axiomatic method.;108,2;108,2 ° East;-17,9;17,9 ° South;South-East;;No map;;No map or picture;No map or picture;No map or picture;;I-102-H3 II-196-M I-102-H2;151;151;89;89;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;30;Not observable;Not observable
HIPPOCRATES;Crater;;Hippocrate;UAI 1970 ?;Not known;Not known;Not known;doctor;Greece;Greek;-4;4 th century BC;Island Cos;460 av JC;Larissa;377 av JC;Author of numerous medical treaties.;-145,9;145,9 ° West;70,7;70,7 ° North;North-West;;No map;;No map or picture;No map or picture;No map or picture;;V-029-M;60;60;35;35;Unknown;Unknown;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Not observable;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
