NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK;
DOME REINER 8;TH938N5310W;938N5310W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner n° 8;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-53.10099322;306.9;53 ° 6 '  West;9.381070062;9 ° 23 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;8;8;4.9;4.9;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NE of crater Reiner;Hill, leptokurtic summit;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER 9;TH1054N5357W;1054N5357W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner n° 9;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-53.57040129;306.43;53 ° 34 '  West;10.54455032;10 ° 33 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;4;6;2.4;3.6;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NE of crater Reiner;Not described;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER A 1;TH441N5101W;441N5101W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner A n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-51.01473262;308.99;51 ° 1 '  West;4.416146264;4 ° 25 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;5;10;3;6.1;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE of crater Reiner A;East of low wrinkle ridge;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER C 1;TH321N5109W;321N5109W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner C n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-51.09799827;308.9;51 ° 6 '  West;3.210243033;3 ° 13 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;7;7;4.3;4.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE of crater Reiner C;West of low wrinkle ridge;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER C 2;TH326N5110W;326N5110W;Registered feature;Dome;TH;Volcano;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner C n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-51.10202304;308.9;51 ° 6 '  West;3.267630486;3 ° 16 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;5;5;3;3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;SE of crater Reiner C;Probably same dome as another one;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER H 1;TH909N5431W;909N5431W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner H n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-54.31163193;305.69;54 ° 19 '  West;9.09082809;9 ° 5 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;4;6;2.4;3.6;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N of crater Reiner H;Slightly oblong;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER L 1;TH810S5430W;810S5430W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner L n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-54.30292739;305.7;54 ° 18 '  West;-8.105716059;8 ° 6 '  South;Nearside;South - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;8;8;4.9;4.9;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NW of crater Reiner L;Circular, hemispherical mare dome, gentle slopes;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER P 1;TH637N5024W;637N5024W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner P n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-50.24182298;309.76;50 ° 15 '  West;6.372964386;6 ° 22 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;5;5;3;3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of Reiner P;Slightly oval, high albedo from Kepler ray material on dome, mare dome on wrinkle ridge, gentle slopes;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER P 2;TH683N5021W;683N5021W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner P n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-50.21584231;309.78;50 ° 13 '  West;6.834393264;6 ° 50 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;4;6;2.4;3.6;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Reiner P;Oval, high albedo from Kepler ray material on dome,mare dome on wrinkle ridge, steep slopes, may have summit craterpit;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER P 3;TH683N5196W;683N5196W;Registered feature;Dome;TH;Volcano;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner P n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-51.96146088;308.04;51 ° 58 '  West;6.834393264;6 ° 50 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;4;4;2.4;2.4;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Reiner P;Small, low-profile, bright with Kepler ray material;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER P 4;TH689N5206W;689N5206W;Registered feature;Dome;TH;Volcano;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner P n° 4;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-52.06411777;307.94;52 ° 4 '  West;6.892102579;6 ° 54 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;5;5;3;3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Reiner P;Oval, bright with Kepler ray material;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER P 5;TH723N5036W;723N5036W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner P n° 5;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-50.3662659;309.63;50 ° 22 '  West;7.238508176;7 ° 14 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;6;9;3.6;5.5;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of Reiner P;Oval, high albedo from Kepler ray material on dome,mare dome on wrinkle ridge;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER P 6;TH729N5119W;729N5119W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner P n° 6;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-51.19747006;308.8;51 ° 12 '  West;7.296267965;7 ° 18 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;3;5;1.8;3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Reiner P;High albedo from Kepler ray material on dome, mare dome;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;100;100 mm refractor;200 mm reflector;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER P 7;TH764N5006W;764N5006W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner P n° 7;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-50.06849566;309.93;50 ° 4 '  West;7.64298544;7 ° 39 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;5;7;3;4.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Reiner P;Oval, high albedo from Kepler ray material on dome,mare dome on wrinkle ridge, steep slopes, may have summit craterpit;;;;Not described;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINER P 8;TH874N5267W;874N5267W;Registered feature;Dome;TH;Volcano;Extrusive volcanism;N / A;N / A;N / A;Dome of Reiner P n° 8;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician and astronomer;Italy;Italian;17;17 th century;?;?;?;1648;Disciple of Galileo.;-52.67795846;307.32;52 ° 41 '  West;8.742847313;8 ° 45 '  North;Nearside;North - West;Central part of Oceanus Procellarum;29;Marius;257;10d3;055C 061C 067N/C 075N/C 080N/C 225C 233N/C;;IV-157-H1;12;4;7.3;2.4;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;NE of crater Reiner P;Hemispherical, oblong north-south, double dome complex, multiple summit craterpits;;;;Not described;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINHOLD 1;TH240N2580W;240N2580W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reinhold n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;16;16 th century;Saalfeld;1511;Saalfeld;1553;Partisan of Copernic. Author of new calculations destined for sustaining the model of the heliocentric system.;-25.80974226;334.19;25 ° 49 '  West;2.40713079;2 ° 24 '  North;Nearside;North - West;Copernic crater region;31;Copernicus;248;7c8 / 8d2;024C 029C 036C 191C 201C 705C;;IV-126-H1;7;12;4.3;7.3;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Reinhold;Steep summit;;;;Not described;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINHOLD 2;TH303N2531W;303N2531W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reinhold n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;16;16 th century;Saalfeld;1511;Saalfeld;1553;Partisan of Copernic. Author of new calculations destined for sustaining the model of the heliocentric system.;-25.31540888;334.68;25 ° 19 '  West;3.038099785;3 ° 2 '  North;Nearside;North - West;Copernic crater region;31;Copernicus;248;7c8 / 8d2;024C 029C 036C 191C 201C 705C;;IV-126-H1;11;11;6.7;6.7;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Reinhold;In Copernicus ejecta blanket;;;;Not described;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME REINHOLD 3;TH326N2544W;326N2544W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Reinhold n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Astronomer;Germany;German;16;16 th century;Saalfeld;1511;Saalfeld;1553;Partisan of Copernic. Author of new calculations destined for sustaining the model of the heliocentric system.;-25.44843491;334.55;25 ° 27 '  West;3.267630486;3 ° 16 '  North;Nearside;North - West;Copernic crater region;31;Copernicus;248;7c8 / 8d2;024C 029C 036C 191C 201C 705C;;IV-126-H1;8;8;4.9;4.9;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;W of crater Reinhold;Round base, platykurtic, swelling on ridge;;;;Not described;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME ARIADAEUS 1;TH596N1605E;596N1605E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Rima Ariadaeus n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;King;Macedony;Macedonian;-4;4  th century BC;?;?;?;317 av JC;Son of Philippe II. Author of a compilation of eclipses. Assassinated on the order of Olympias.;16.051387;16.05;16 ° 3 '  East;5.96955535;5 ° 58 '  North;Nearside;North - East;East of Mare Tranquillitatis region;34;Hyginus;280;9b3 / 13h4;351C 154C 161C 167N;MM58 L100/029;IV-097-H1;6;6;3.6;3.6;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N of Rima Ariadaeus;Round base, hemispherical, summit craterpit, at southern base of dome +273+111;;;;Not described;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;50;50 mm refractor;100 mm refractor;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME RITTER 1;TH303N1820E;303N1820E;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Ritter n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Geographer;Germany;German;19;19 th century;Quedlinburg;1779;Berlin;1859;Author of a 'Compared universal geography' realized from 1817 to his death.;18.20628539;18.21;18 ° 12 '  East;3.038099785;3 ° 2 '  North;Nearside;North - East;East part of Mare Tranquillitatis;35;Arago;274;;343C 148C 154C 161C;ST10/01  MM85;IV-085-H1 IV-090-H1;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;Ritter;Shaped like a ridge, cut by graben;;;;Not described;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME ROCCA D 1;TH1147S6639W;1147S6639W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Rocca D n° 1;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician;Italy;Italian;17;17 th century;?;1607;?;1656;??;-66.3948882;293.61;66 ° 24 '  West;-11.47848785;11 ° 29 '  South;Nearside;South - West;Moon West limb;39;Grimaldi;225;;075C 080C 247C;;IV-173-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Rocca D;In crater-pocked valley of ghost crater Rocca W south of Grimaldi;;;;Not described;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME ROCCA D 2;TH1066S6661W;1066S6661W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Rocca D n° 2;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician;Italy;Italian;17;17 th century;?;1607;?;1656;??;-66.61280105;293.39;66 ° 37 '  West;-10.6611324;10 ° 40 '  South;Nearside;South - West;Moon West limb;39;Grimaldi;225;;075C 080C 247C;;IV-173-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Rocca D;In crater-pocked valley of ghost crater Rocca W south of Grimaldi;;;;Not described;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
DOME ROCCA D 3;TH1025S6629W;1025S6629W;Registered feature;Dome;TH;Volcanic shield;Extrusive volcanism;N / A;N / A;N / A;Dome of Rocca D n° 3;ALPO 1976;Not IAU approved;Not named;Not named;Not named;Mathematician;Italy;Italian;17;17 th century;?;1607;?;1656;??;-66.29421965;293.71;66 ° 18 '  West;-10.25328708;10 ° 15 '  South;Nearside;South - West;Moon West limb;39;Grimaldi;225;;075C 080C 247C;;IV-173-H2;?;?;?;?;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;E of crater Rocca D;In crater-pocked valley of ghost crater Rocca W south of Grimaldi;;;;Not described;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;999;Not determined;Not determined;Not IAU registered;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;N / A;
